id,state_id,state,region_id,region,district_id,district,area_id,cluster_id,name,population_full,host_population,idp_population,residency_type_id,idp_settlement,vulnerability_score,program_intensity_id,overlaps_prev_brcis,comment,latitude,longitude,altitude,accuracy,active,created_at,updated_at,deleted_at,community_livelihood_id,community_type_id
39,7,South West,7,Lower Shabelle,3,Afgoye,2,50,Arbacow,400,400,390,3,0,23,2,0,,2.08225837,45.20477953,114,5,1,NULL,NULL,NULL,2,2
40,7,South West,7,Lower Shabelle,3,Afgoye,2,50,Midnimo,980,980,960,3,0,23,2,0,,2.079282752,45.20808301,95,5,1,NULL,NULL,NULL,2,2
41,7,South West,7,Lower Shabelle,3,Afgoye,2,75,Ceel Dheer,195,195,195,3,0,23.3,2,0,,1.956795361,45.17955939,-31,8,1,NULL,NULL,NULL,2,2
42,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Baalguri,620,620,558,1,0,25,1,0,,2.140262523,45.11175374,32,8,1,NULL,NULL,NULL,5,1
43,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Daaf Aarey,225,225,150,1,0,20,1,0,,2.1475772,45.1155157,51,5,1,NULL,NULL,NULL,5,1
44,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Doodaaye,300,300,200,1,0,25.67,1,0,,2.152704494,45.11359692,48,5,1,NULL,NULL,NULL,5,1
45,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Doon Dheere,1450,1450,1285,1,0,35.67,1,0,,2.43396617,45.06289889,53,5,1,NULL,NULL,NULL,4,1
46,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Godeey,310,310,285,1,0,27.67,1,0,,2.147150687,45.11242169,68,7,1,NULL,NULL,NULL,5,1
47,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Hilowley,590,590,400,1,0,24.67,1,0,,2.147910465,45.11536097,49,7,1,NULL,NULL,NULL,5,1
48,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Luuqa,243,243,203,1,0,26,1,0,,2.14725412,45.11454038,46,8,1,NULL,NULL,NULL,5,1
49,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Raqeyle,220,220,190,1,0,27.67,1,0,,2.144396226,45.11297431,45,5,1,NULL,NULL,NULL,5,1
50,7,South West,7,Lower Shabelle,3,Afgoye,NULL,NULL,Siigaale,422,422,342,1,0,25.33,1,0,,2.151034945,45.11648373,56,5,1,NULL,NULL,NULL,5,1
51,7,South West,3,Bay,4,Baidoa,7,25,Ceelcadow,300,300,300,1,0,31,2,0,,3.17454585,43.65122629,449,3.216,1,NULL,NULL,NULL,4,1
52,7,South West,3,Bay,4,Baidoa,7,103,Towfiq,1760,1760,1041,3,0,27,2,0,,3.12103455,43.66143657,432,4.288,1,NULL,NULL,NULL,2,3
53,7,South West,3,Bay,4,Baidoa,6,10,Wadajir,2775,2775,0,3,1,30,2,0,,3.12103455,43.66143657,432,4.288,1,NULL,NULL,NULL,2,3
54,7,South West,3,Bay,4,Baidoa,6,10,Bonkai,315,315,265,1,0,34,2,1,,3.152749645,43.63250811,457.9541973,4,1,NULL,NULL,NULL,4,1
55,7,South West,3,Bay,4,Baidoa,6,10,Boqol Itir,100,100,100,1,0,40.33,2,0,,3.18611,43.60529167,538,4.9,1,NULL,NULL,NULL,4,1
56,7,South West,3,Bay,4,Baidoa,NULL,NULL,Rebay Farmers,120,120,120,1,0,36,2,0,,3.166754301,43.58789289,469.8212256,4,1,NULL,NULL,NULL,4,1
57,7,South West,3,Bay,4,Baidoa,6,10,Salbuy Farmers,150,150,150,1,0,36,2,0,,3.160087802,43.6145296,447.0705378,4,1,NULL,NULL,NULL,4,1
58,7,South West,3,Bay,4,Baidoa,NULL,NULL,Isha Village,6725,6725,2017,3,0,30,2,0,,3.11335668,43.64745552,409.4469076,4,1,NULL,NULL,NULL,4,3
59,7,South West,3,Bay,4,Baidoa,6,10,Mursal,1300,1300,0,3,1,31,2,0,,3.122581667,43.65175333,451,4.2,1,NULL,NULL,NULL,2,3
60,7,South West,3,Bay,4,Baidoa,6,10,Salaamey,1600,1600,0,3,1,29.33,2,0,,3.125701667,43.64153667,469.2,4.9,1,NULL,NULL,NULL,2,3
61,7,South West,3,Bay,4,Baidoa,NULL,NULL,Awdinle,4500,4500,4500,1,0,23,1,0,,3.1704623,43.4097044,444.6000061,5,1,NULL,NULL,NULL,4,1
62,7,South West,3,Bay,4,Baidoa,NULL,NULL,Berdaale Village,14500,14500,7250,3,0,21.33,1,1,,3.116981784,43.65074186,409.4410401,16,1,NULL,NULL,NULL,2,3
63,7,South West,3,Bay,4,Baidoa,NULL,NULL,Bullagadud,19700,19700,18000,3,0,21,1,0,,3.10253799,43.65959268,371,4.288,1,NULL,NULL,NULL,2,3
64,7,South West,3,Bay,4,Baidoa,NULL,NULL,Bullajadid,3430,3430,2400,3,0,19,1,0,,3.13250713,43.64191377,440,4.288,1,NULL,NULL,NULL,2,3
65,7,South West,3,Bay,4,Baidoa,NULL,NULL,Bulojay,200,200,200,1,0,32,1,0,,3.176861667,43.58774833,492.8,4.8,1,NULL,NULL,NULL,4,1
66,7,South West,3,Bay,4,Baidoa,NULL,NULL,Caragaduud,50,50,50,1,0,20,1,0,,3.11244767,43.61307215,443,4.288,1,NULL,NULL,NULL,4,1
67,7,South West,3,Bay,4,Baidoa,NULL,NULL,Howlwadaag Village,18275,18275,9138,3,0,21.33,1,1,,3.120343959,43.64008627,434.4479784,64,1,NULL,NULL,NULL,2,3
68,7,South West,3,Bay,4,Baidoa,NULL,NULL,Jiidow,90,90,90,1,0,33,1,0,,3.19596,43.59631667,478.4,4.9,1,NULL,NULL,NULL,4,1
69,7,South West,3,Bay,4,Baidoa,NULL,NULL,Lawile Awgal,125,125,125,1,0,32,1,0,,3.175416667,43.60268167,525.9,5,1,NULL,NULL,NULL,4,1
70,7,South West,3,Bay,4,Baidoa,NULL,NULL,Lawile Iikow,159,159,159,1,0,33,1,0,,3.197533333,43.58595167,504.8,4.7,1,NULL,NULL,NULL,4,1
71,7,South West,3,Bay,4,Baidoa,NULL,NULL,Makuda,500,500,500,1,0,31,1,0,,3.086668333,43.62376167,456.1,3.7,1,NULL,NULL,NULL,4,1
72,7,South West,3,Bay,4,Baidoa,NULL,NULL,Misgaale,500,500,500,1,0,32,1,0,,3.167251667,43.55766,504.2,5,1,NULL,NULL,NULL,4,1
73,7,South West,3,Bay,4,Baidoa,NULL,NULL,Waryaale,147,147,147,1,0,32,1,0,,3.104676667,43.63901167,449.6,4.9,1,NULL,NULL,NULL,4,1
74,4,Jubaland,5,Gedo,5,Bardera,9,16,Bandar,666,666,666,1,0,33.33,2,0,,2.338025508,42.28335341,69.9627649,8,1,NULL,NULL,NULL,5,1
75,4,Jubaland,5,Gedo,5,Bardera,9,16,Bullogaras,230,230,200,1,0,30,2,0,,2.365898872,42.27467858,60,9,1,NULL,NULL,NULL,5,1
76,4,Jubaland,5,Gedo,5,Bardera,NULL,NULL,Bulo Adey,306,306,306,1,0,32.33,2,0,,2.326685227,42.26318733,79,14,1,NULL,NULL,NULL,5,1
77,4,Jubaland,5,Gedo,5,Bardera,NULL,NULL,Helloshiid,310,310,283,1,0,32.67,2,0,,2.289687423,42.21870901,78,5,1,NULL,NULL,NULL,5,1
78,4,Jubaland,5,Gedo,5,Bardera,9,16,Hurena,325,325,300,1,0,33.33,2,0,,2.367797457,42.32435812,86,11,1,NULL,NULL,NULL,4,1
79,4,Jubaland,5,Gedo,5,Bardera,9,16,Shimbiroole West,456,456,453,1,0,33.33,2,0,,2.3427468,42.2912788,153,2171,1,NULL,NULL,NULL,5,1
80,4,Jubaland,5,Gedo,5,Bardera,8,15,Buulo Gadud,468,468,463,1,0,35.33,1,0,,2.3344031,42.2847722,49,1799.999,1,NULL,NULL,NULL,5,1
81,4,Jubaland,5,Gedo,5,Bardera,NULL,NULL,Benlaodey,255,255,215,1,0,32.67,1,0,,2.368387626,42.32981675,87,12,1,NULL,NULL,NULL,5,1
82,4,Jubaland,5,Gedo,5,Bardera,NULL,NULL,Bulloasharaf,193,193,193,1,0,30,1,0,,2.336785044,42.26448761,72,5,1,NULL,NULL,NULL,5,1
83,4,Jubaland,5,Gedo,5,Bardera,NULL,NULL,Bulo Amin,443,443,433,1,0,35.33,1,0,,2.3357032,42.2825056,451.8,2855,1,NULL,NULL,NULL,5,1
84,4,Jubaland,5,Gedo,5,Bardera,NULL,NULL,Sarinley,590,590,590,1,0,30.33,1,0,,2.377750715,42.28200939,78,9,1,NULL,NULL,NULL,5,1
85,4,Jubaland,5,Gedo,5,Bardera,NULL,NULL,Shimbiroole east,411,411,411,1,0,32.33,1,0,,2.369185717,42.30080202,80.97873962,4,1,NULL,NULL,NULL,5,1
86,3,Hirshebelle,6,Hiraan,6,Beledweyne,11,49,Dusmo,180,180,180,1,0,30,2,0,,4.982164982,45.10553177,154,7,1,NULL,NULL,NULL,4,1
87,3,Hirshebelle,6,Hiraan,6,Beledweyne,11,67,Hodley,160,160,160,1,0,29,2,0,,4.787780349,45.20837688,147,5,1,NULL,NULL,NULL,5,1
88,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Jawil,620,620,620,1,0,29,2,0,,4.923934204,45.2187158,173.2686619,4,1,NULL,NULL,NULL,4,1
89,3,Hirshebelle,6,Hiraan,6,Beledweyne,11,7,Bacad,450,450,450,1,0,26,2,1,,4.867433385,45.15726035,149.779264,4,1,NULL,NULL,NULL,5,1
90,3,Hirshebelle,6,Hiraan,6,Beledweyne,11,63,Harcadey,160,160,160,1,0,25,2,0,,4.80654367,45.16964468,143,5,1,NULL,NULL,NULL,5,1
91,3,Hirshebelle,6,Hiraan,6,Beledweyne,11,8,Bacadbuke,180,180,180,1,0,24,2,1,,4.82774,45.16714802,152,4,1,NULL,NULL,NULL,5,1
92,3,Hirshebelle,6,Hiraan,6,Beledweyne,11,81,Koshin,24000,24000,20430,3,0,20.67,2,0,,4.74210252,45.20352133,153.2957015,6,1,NULL,NULL,NULL,2,3
93,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Baaslabe,110,110,110,1,0,18,1,1,,4.828853236,45.17644429,148.7917001,4,1,NULL,NULL,NULL,5,1
94,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Biyaqurun,144,144,144,1,0,15,1,0,,4.880980867,45.16086574,158.266926,4,1,NULL,NULL,NULL,5,1
95,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Bulokahin,102,102,102,1,0,16,1,0,,4.7964455,45.18837749,151,3,1,NULL,NULL,NULL,5,1
96,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Dhariyow,110,110,110,1,0,17,1,1,,4.84115037,45.17299428,154,5,1,NULL,NULL,NULL,5,1
97,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Elgal,390,390,390,1,0,17,1,0,,4.847442359,45.24008545,168,19,1,NULL,NULL,NULL,4,1
98,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Guricade,95,95,95,1,0,14,1,0,,4.90378509,45.14827094,137,5,1,NULL,NULL,NULL,4,1
99,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Ilkacado,160,160,160,1,0,17,1,1,,4.871336667,45.22687167,186.7,7.5,1,NULL,NULL,NULL,4,1
100,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Lafoole,180,180,180,1,0,18,1,1,,4.812323756,45.1786409,153.1929278,4,1,NULL,NULL,NULL,5,1
101,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Qoqane,105,105,105,1,0,17,1,1,,4.852584834,45.17344269,155.4883333,4,1,NULL,NULL,NULL,5,1
102,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Doonraaxo,158,158,158,1,0,31,2,0,,4.83866562,45.2154541,165,5,1,NULL,NULL,NULL,4,1
103,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Cadiley,100,100,100,1,0,48,2,0,,4.95879326,44.02217363,455,13,1,NULL,NULL,NULL,4,1
104,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,87,Buulo kaxareey,124,124,124,1,0,27.7,2,0,,4.79586344,45.19296762,152,4,1,NULL,NULL,NULL,5,1
105,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,87,Lebow,470,470,470,1,0,28.7,2,0,,4.79628471,45.19665179,170,4,1,NULL,NULL,NULL,5,1
106,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,23,Buulokaahin,130,130,130,1,0,33.7,2,0,,4.79646263,45.18841021,153,3,1,NULL,NULL,NULL,5,1
107,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,23,Shiimoow,230,230,230,1,0,32,2,0,,4.7336895,45.18189684,150,4,1,NULL,NULL,NULL,4,1
108,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,23,Garasgaab,90,90,90,1,0,31,2,0,,4.76105354,45.18735812,142,5,1,NULL,NULL,NULL,5,1
109,3,Hirshebelle,6,Hiraan,6,Beledweyne,NULL,NULL,Kulanta,110,110,110,1,0,27.7,2,0,,4.840395735,45.21319832,153,9,1,NULL,NULL,NULL,4,1
110,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,23,Bullo Timire,171,171,171,1,0,30,2,0,,4.72175045,45.18856235,158,5,1,NULL,NULL,NULL,5,1
111,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,87,Buulomaraay,40,40,40,1,0,29.3,2,0,,4.7953734,45.20237656,156,5,1,NULL,NULL,NULL,5,1
112,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,87,Burjada ,150,150,150,1,0,30.3,2,0,,4.832858602,45.22314697,152,8,1,NULL,NULL,NULL,4,1
113,3,Hirshebelle,6,Hiraan,6,Beledweyne,10,23,Lugbari ,70,70,70,1,0,32,2,0,,4.79519252,45.17541227,151,4,1,NULL,NULL,NULL,5,1
114,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Qansaxley,235,235,205,1,0,28.33,1,0,,3.922779341,41.91508756,181,5,1,NULL,NULL,NULL,4,1
115,4,Jubaland,5,Gedo,7,Belet-Hawa,13,17,Tula Amin,1287,1287,850,3,0,30,2,0,,3.957454772,41.89290267,179,5,1,NULL,NULL,NULL,5,2
116,4,Jubaland,5,Gedo,7,Belet-Hawa,13,17,Labicad,170,170,140,1,0,31.67,2,0,,3.974420121,41.95294283,185,10,1,NULL,NULL,NULL,1,1
117,4,Jubaland,5,Gedo,7,Belet-Hawa,13,17,Qaranri,345,345,265,1,0,31.67,2,0,,3.892905861,41.88634316,190,5,1,NULL,NULL,NULL,4,1
118,4,Jubaland,5,Gedo,7,Belet-Hawa,13,17,Unsi,510,510,350,1,0,34,2,0,,4.023054312,41.95462978,161,5,1,NULL,NULL,NULL,5,1
119,4,Jubaland,5,Gedo,7,Belet-Hawa,13,17,Alla Amin,290,290,200,1,0,34.33,2,0,,3.95632904,41.92949345,185,5,1,NULL,NULL,NULL,1,1
120,4,Jubaland,5,Gedo,7,Belet-Hawa,13,17,Haji Garas,215,215,180,1,0,34.67,2,0,,3.961763238,41.96929643,179,5,1,NULL,NULL,NULL,4,1
121,4,Jubaland,5,Gedo,7,Belet-Hawa,13,17,Iidan,265,265,200,1,0,35.33,2,0,,3.960542623,41.92155554,189,5,1,NULL,NULL,NULL,1,1
122,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Alangu,240,240,185,1,0,34.67,1,0,,3.967406019,41.98932549,173,5,1,NULL,NULL,NULL,1,1
123,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Arabo,350,350,300,1,0,25.67,1,0,,3.945749821,41.92517392,185,7,1,NULL,NULL,NULL,4,1
124,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Balet Hawa Town,1000,1000,1000,3,0,28,1,1,,3.92568497,41.8773762,196,5,1,NULL,NULL,NULL,2,3
125,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Gawiido,587,587,467,1,0,10.67,1,1,,3.988149469,41.93051864,171,13,1,NULL,NULL,NULL,5,1
126,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Loleys,315,315,315,1,0,30.67,1,0,,3.874273561,41.89427437,195,5,1,NULL,NULL,NULL,1,1
127,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Malkariyey,413,413,350,1,0,11.67,1,1,,3.976621167,41.91524975,154,19,1,NULL,NULL,NULL,5,1
128,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Najah,234,234,180,1,0,30.67,1,0,,3.88671482,41.85134201,221,7,1,NULL,NULL,NULL,1,1
129,4,Jubaland,5,Gedo,7,Belet-Hawa,NULL,NULL,Oda,378,378,336,1,0,29.33,1,0,,3.997481419,41.94385677,168,5,1,NULL,NULL,NULL,5,1
130,1,Banadir,2,Banadir,8,Bondhere,14,83,Kutuboqaad,750,750,750,3,NULL,23.7,2,1,,2.045605523,45.3451148,0,12,1,NULL,NULL,NULL,2,4
131,1,Banadir,2,Banadir,8,Bondhere,NULL,NULL,Umulqura,800,800,800,3,0,21.7,1,1,,2.046375275,45.34242916,-5,6,1,NULL,NULL,NULL,2,4
132,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Wadajir,2400,2400,2000,3,0,26.67,2,0,,7.64276078,47.82862282,481,5,1,NULL,NULL,NULL,2,2
133,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Ceelwayne,225,225,40,1,0,36.33,1,0,,7.736030491,47.62204665,525.6114022,4,1,NULL,NULL,NULL,1,1
134,5,Puntland,10,Nugaal,9,Burtinle,15,72,Jalam,550,550,500,1,0,26.67,1,0,,7.870566941,48.0393267,617.6016633,4,1,NULL,NULL,NULL,1,1
135,5,Puntland,10,Nugaal,9,Burtinle,15,86,Lacle,150,150,110,1,0,36.33,1,0,,7.627392871,48.20709881,510.189663,4,1,NULL,NULL,NULL,1,1
136,5,Puntland,10,Nugaal,9,Burtinle,15,52,Faratooyo,350,350,300,1,0,27,2,0,,7.536488366,47.77317546,439,5,1,NULL,NULL,NULL,1,1
137,5,Puntland,10,Nugaal,9,Burtinle,15,56,Godobyar,500,500,400,1,0,32.33,2,0,,7.630257178,47.63488638,444,13,1,NULL,NULL,NULL,1,1
138,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Xarxaar,500,500,300,1,0,25,2,0,,7.788277846,47.97195816,545,5,1,NULL,NULL,NULL,1,1
139,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Balidacar,60,60,40,1,0,33.67,1,0,,7.788578957,47.75393016,554.6200033,4,1,NULL,NULL,NULL,1,1
140,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Birricad,100,100,50,1,0,28.33,1,0,,7.827947822,48.31959207,574.085272,4,1,NULL,NULL,NULL,1,1
141,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Farjanno,280,280,60,1,0,22.33,1,0,,7.56563822,47.79132645,448.5616909,4,1,NULL,NULL,NULL,1,1
142,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Hawlwadag,3602,3602,3400,3,0,27.67,2,0,,7.644389444,47.82982263,467,5,1,NULL,NULL,NULL,2,2
143,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Hormar,1000,1000,600,3,0,23.67,2,0,,7.645996967,47.83345476,470,5,1,NULL,NULL,NULL,2,2
144,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Israac,1200,1200,900,3,0,25.67,2,0,,7.640250293,47.83533624,464,5,1,NULL,NULL,NULL,2,2
145,5,Puntland,10,Nugaal,9,Burtinle,NULL,NULL,Koryaal,105,105,75,1,0,35.33,1,0,,7.713472627,48.01137687,546.3686294,4,1,NULL,NULL,NULL,1,1
146,1,Banadir,2,Banadir,10,Daynile,17,82,Kurdamac,8000,8000,4000,3,0,25,2,1,,2.05621106,45.27268067,53,5,1,NULL,NULL,NULL,2,4
147,1,Banadir,2,Banadir,10,Daynile,NULL,NULL,Raadeer,6000,6000,4000,3,0,23.9,1,1,,2.05189847,45.29547284,76,5,1,NULL,NULL,NULL,2,4
148,2,Galmudug,4,Galguduud,12,Dhusamareb,18,105,Waberi,2100,2100,1500,3,0,21,2,0,,5.533634406,46.39048532,220,5,1,NULL,NULL,NULL,2,3
